a person who grows or makes or invents things,"['someone who creates plans to be used in making something (such as buildings)', 'a person whose creative work shows sensitivity and imagination', 'a person who creates a business or who organizes and develops a country', 'someone who creates new dances', 'someone who designs clothing', 'a creator of great skill in the manual arts', 'someone who develops real estate (especially someone who prepares a site for residential or commercial use)', 'a creator of fantasies', 'a person who operates a farm', 'someone who is the first to think of or make something', 'a person who makes things', 'a person who creates models', 'someone who creates new things', 'someone who finds financing for and supervises the making and presentation of a show (play or film or program or similar work)']"
a person who cares for persons or property,"['someone who gives a warning so that a mistake can be avoided', 'someone who escorts and protects a prominent person', 'someone who fights for a cause', 'one who accompanies and supervises a young woman or gatherings of young people', 'one having charge of buildings or grounds or animals', 'a member of a fire department who tries to extinguish fires', ""a person who acts as parent and guardian for a child in place of the child's natural parents but without legally adopting the child"", 'a person who keeps watch over something or someone', 'someone in charge of other people', 'an officer of the law', 'a saint who is considered to be a defender of some group or nation', 'someone who keeps peace', '(ancient Rome) an official elected by the plebeians to protect their interests', 'a guardian or defender against theft or illegal practices or waste']"
a person who disputes; who is good at or enjoys controversy,"['someone who imputes guilt or blame', 'someone who contests an outcome (of a race or an election etc.)', 'someone who engages in debate', 'one who denies', 'a disputant who makes unreasonably fine distinctions', 'someone given to disputes over words', 'someone who systematically obstructs some action that others want to take', 'a disputant who quarrels', 'a disputant who advocates reform']"
a person who uses scientific knowledge to solve practical problems,"['an engineer concerned with the design and construction of aircraft', 'an engineer of aircraft and space vehicles', 'a member of the military who is trained in engineering and construction work', 'an engineer concerned with the design and construction of automobiles', 'an engineer trained to design and construct and maintain public works (roads or bridges or harbors etc.)', 'a person trained in practical applications of the theory of electricity', ""a naval officer responsible for the operation and maintenance of the ship's engines"", 'a person trained to design and construct machines', 'an engineer trained in the extraction and refining and alloying and fabrication of metals', 'an engineer concerned with the construction and operation of mines', 'a person who designs and writes and tests computer programs', 'an engineer who builds and tests rockets', 'an engineer who determines the boundaries and elevations of land or structures']"
a person who tries to please or amuse,"['an entertainer who has a sensational effect', 'a person who entertains people for money in public places (as by singing or dancing), usually while asking for money', 'an entertainer who attracts large audiences', 'someone who acts speaks or writes in an amusing way', 'a person who acts as host at formal occasions (makes an introductory speech and introduces other speakers)', 'an entertainer who performs a dramatic or musical work for an audience', 'a pleasing entertainer']"
a person with special knowledge or ability who performs skillfully,"['someone who is dazzlingly skilled in any field', 'an expert in soil management and field-crop production', 'a versatile person who is expert at many things', 'someone who is skilled at analyzing data', 'an expert who studies financial data (on credit or securities or sales or financial patterns etc.) and recommends appropriate business actions', 'an expert in anatomy', 'an expert or collector of antiquities', 'someone with the power to settle matters at will', 'a person who is expert in the use of a bow and arrow', 'an expert whose views are taken as definitive', 'a person who attained the rank of expert in the martial arts (judo or karate)', 'an expert who is highly skilled in obscure or difficult or esoteric matters', 'an expert at calculation (or at operating calculating machines)', 'someone who is expert in climatology', 'an authority on computers and computing', 'an expert in the use of cosmetics', 'an expert in increasing the efficient use of machines and personnel', 'a person skilled in exegesis (especially of religious texts)', 'an expert in genealogy', 'an expert on geography', 'an expert in the science of cultivating plants (fruit or flowers or vegetables or ornamental plants)', 'someone who investigates', 'a legal scholar versed in civil law or the law of nations', 'an expert on precious stones and the art of cutting and engraving them', 'a person skilled at symbolic logic', 'an expert in the use of mnemonics; someone able to perform unusual feats of memory', 'an expert on mythology', 'an intelligent but single-minded expert in a particular technical field or profession', 'an expert who observes and comments on something', 'someone who is excellent at something', 'an expert in parliamentary rules and procedures', 'someone who has long and thorough experience in a given activity', 'an expert in prosthetics', 'an expert in the study of ferns', 'someone who can find paths through unexplored territory', 'a person who is unusually skilled in certain ways', 'a person who shoots (usually with respect to their ability to shoot)', 'an expert who is devoted to one occupation or branch of learning', 'a person who possesses unusual innate ability in some field or activity', 'someone known for high skill in some intellectual or artistic technique', 'an expert who is a member of a highly skilled elite group', 'a person skilled in a particular type of therapy', 'an experienced person who has been through many battles; someone who has given long service']"
a person who pursues independent thought or action,"['someone who withdraws from a social group or environment', 'a person who avoids the company or assistance of others', 'a neutral or uncommitted person (especially in politics)', 'a person who likes to be active late at night', 'a person who practices nudity for reasons of health or religion', 'an individualist who withdraws from social interaction']"
a person who inhabits a particular place,"['a native or inhabitant of Alsace', 'a native or inhabitant of the United States', 'a native or inhabitant of a North American or Central American or South American country', 'a native or inhabitant of Asia', 'a native or inhabitant of Australia', 'a native or inhabitant of Austronesia', 'an inhabitant of a border area (especially the border between Scotland and England)', 'someone who lives in a cottage', 'an inhabitant of an eastern area; especially of the U.S.', 'a native or inhabitant of Europe', 'an inhabitant of Galilee (an epithet of Jesus Christ)', 'a member of an ancient people who inhabited Anatolia and northern Syria about 2000 to 1200 BC', 'an inhabitant of an island', 'a person who lives and works on land', 'an inhabitant of ancient Latium', 'someone who lives in a place', 'an inhabitant of a border district', 'an inhabitant of Nazareth', 'a native or inhabitant of New Zealand', 'an inhabitant of the North', 'an inhabitant of ancient Numidia', 'a native inhabitant of the Occident', 'a member of an Aegean people who settled ancient Philistia around the 12th century BC', 'a native or inhabitant of Phrygia', 'an inhabitant of a plains region (especially the Great Plains of North America)', 'someone who lives at a particular place for a prolonged period or who was born there', 'an inhabitant of the earth', 'inhabitant or native of Trinidad', 'one who has lived in a village most of their life', 'an inhabitant of a western area; especially of the U.S.']"
an indigenous person who was born in a particular place,"['a native or inhabitant of the Philippines', '(formerly) a native or inhabitant of the Levant', 'a native or inhabitant of Mauritius', 'a native or inhabitant of Russia', 'a native or inhabitant of Seychelles']"
a person who lacks knowledge of evil,"['a man who is considered naive', 'a sweet innocent mild-mannered person (especially a child)', 'a naive or inexperienced person', 'a person who has never had sex']"
a person who uses the mind creatively,"[""one who was versed in the practice of alchemy and who sought an elixir of life and a panacea and an alkahest and the philosopher's stone"", 'someone who has a special interest in exceptional cases', 'someone who formulates aphorisms or who repeats aphorisms', 'a witty or clever person with a fine mind', 'an intellectual who is ostentatiously and irritatingly knowledgeable', 'the kind of intellectual who converts messages from a code to plain text', 'an intellectual; a very studious and academic person', 'someone who expounds and interprets or explains', 'a person who explains', 'someone who has exceptional intellectual ability and originality', 'a person of intellectual or erudite tastes', 'a wise and trusted guide and advisor', 'a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines', 'someone who habitually doubts accepted beliefs', 'someone who draws up specifications giving details (as for obtaining a patent)', 'a person who subscribes to subjectivism', 'an intellectual who synthesizes or uses synthetic methods', 'someone who theorizes (especially in science or art)', 'an important intellectual', 'someone who exercises the mind (usually in an effort to reach a decision)', 'a person with unusual powers of foresight', 'someone who is curious about something']"
"a young person, not fully developed","['a juvenile between the onset of puberty and maturity', 'a young person of either sex', 'an artless innocent young girl (especially as portrayed on the stage)', 'a preadolescent boy or girl (usually between 9 and 12 years of age)', 'a young person (especially a young man or boy)']"
a person who loves someone or is loved by someone,"['someone who admires a young woman', 'a beloved person; used as terms of endearment', 'the person to whom you are engaged', 'a man who is the lover of a girl or young woman', 'a special loved one', 'a girl or young woman with whom a man is romantically involved', 'a lover blind with admiration and devotion', 'a woman with whom you are in love or have an intimate relationship', 'a man with whom you are in love or have an intimate relationship', 'someone who kisses', 'a lover who necks', 'a lover who gently fondles and caresses the loved one', 'an ardent male lover', 'someone for whom you have a deep affinity', ""(slang) a person's girlfriend or boyfriend"", 'a person loved by another person']"
a person who rules or guides or inspires others,"['a member of the aristocracy', 'someone who assumes leadership of a movement or activity', 'a person who exercises control and makes decisions', 'the person who convenes a meeting', 'the leader of a group of people', 'someone who leads the cheers by spectators at a sporting event', '(ancient Greece) leader of a group or festival; leader of a chorus', 'a leader in municipal affairs', 'someone in an official position of authority who can command or control others', 'a person with great powers and abilities', 'leader', 'a person or firm that employs workers', 'a person who holds an important or distinguished position in some organization', 'a leader and organizer and spokesman (especially a political leader)', 'a leader who stimulates and excites people to action', 'someone who shows the way by leading or advising', 'a recognized leader in some field or of some movement', 'a person who is in charge', 'the head of a tribe or clan', 'a man distinguished by exceptional courage and nobility and strength', '(Islam) the man who leads prayers in a mosque; for Shiites an imam is a recognized authority on Islamic theology and law and a spiritual guide', 'a person who initiates a course of action', 'a leader of a labor movement', 'a maker of laws; someone who gives a code of laws', 'the leader of a town or community in some parts of Asia Minor and the Indian subcontinent', 'a leader of military forces', 'someone who leads astray (often deliberately)', 'someone worthy of imitation', 'the leader of a nationalist movement', 'a leader who entices people to follow (especially to their doom)', 'someone who is the forefront of an important enterprise', 'a woman who is the forefront of an important enterprise', 'a leader engaged in civil administration', 'a person active in party politics', 'the leader of a group meeting', 'a leader or ruler who is chosen by a despot to head a government', 'leader of a religious order', 'the leader of a troop of Scouts', 'someone who leads or initiates an activity (attack or campaign etc.)', 'a leader in religious or sacred affairs', 'someone who leads a strike', 'one of greater rank or station or quality', 'a leader in a campaign or movement', 'one who trains other persons or animals']"
a negotiator who acts as a link between parties,"['someone who tries to bring peace', 'a person who deals tactfully with others', 'a mediator who brings one thing into harmonious agreement with another', 'someone who mediates between speakers of different languages', 'someone who arranges (or tries to arrange) marriages for others', 'a woman who is a mediator', 'someone who mediates disputes and attempts to avoid violence', ""an intermediate person; used in the phrase `at second hand'""]"
a person who receives or invests or pays out money,"['the person in charge of the bank in a gambling game', 'the person who writes a check or draft instructing the drawee to pay someone else', 'one whose business is to exchange the money of one country for that of another country', 'a person who pays money for something', 'someone who redeems or buys back (promissory notes or merchandise or commercial paper etc.)', 'an officer charged with receiving and disbursing funds']"
a person who does not manifest devotion to a deity,"['a person who speaks disrespectfully of sacred things', 'a person who believes that God created the universe and then abandoned it', 'someone who refuses to believe (as in a divinity)', 'a person who does not acknowledge your god', 'someone who rejects all theories of morality or religious belief', 'someone who emphasizes observable facts and excludes metaphysical speculation about origins or ultimate causes']"
a person who does nothing,"['a nonenterprising person who is not paying his way', 'person who does no work', 'someone who has retired from active working', 'an employee on strike against an employer', 'someone who is jobless', 'someone on vacation; someone who is devoting time to pleasure or relaxation rather than to work']"
a person who is of equal standing with another in a group,"['a person who joins with others in some activity or endeavor', 'a person of nearly the same age as another', '(Black English) a member of a youth gang', 'someone who takes the place of another (as when things get dangerous or difficult)', 'a person who follows next in order', 'a person from the same town as yourself']"
a person who becomes aware (of things or events) through the senses,"['one whose mental imagery is auditory rather than visual or motor', 'a person who wears spectacles in order to see better', 'someone who is the first to observe something', 'someone who listens attentively', 'one whose prevailing mental imagery takes the form of inner feelings of action', 'someone who takes notice', 'an observer who perceives visually', 'a close observer; someone who looks at something (such as an exhibition of some kind)', 'one whose prevailing mental imagery is visual', 'someone who sees an event and reports what happened']"
a person who belongs to an early stage of civilization,"['a member of the prehistoric people who spoke Proto-Indo European', 'the earliest known inhabitants of a region', 'early Amerindians related to the Pueblo; known for skill in making baskets', 'someone who lives in a cave', 'a type of primitive man who lived in Europe', 'hypothetical organism formerly thought to be intermediate between apes and human beings', 'prehistoric Amerindians who built altar mounds', 'a supposedly primitive man later proven to be a hoax', 'a member of an uncivilized people', 'a person who is not socialized']"
a person who receives something,"['one to whom something is addressed', 'someone to whom the title of property is transferred', 'the recipient of an annuity', '(law) the party to whom something is assigned (e.g., someone to whom a right or property is legally transferred)', 'the recipient of funds or other benefits', 'someone who receives something on the promise to return it or its equivalent', 'a person on whom something is bestowed', 'the person to whom merchandise is delivered over', 'a person who relies on another person for support (especially financial support)', 'a recipient of a grant', 'a person who is entitled by law or by the terms of a will to inherit the estate of another', 'a recipient of honors in recognition of noteworthy accomplishments', '(medicine) recipient of transplanted tissue or organ from a donor', 'the recipient of a mandate', 'a person to whom money is paid', ""a person who receives support and protection from an influential patron who furthers the protege's career"", 'the intended recipient of a message', '(law) someone to whom a title or property is conveyed', 'a recipient of a warrant issued by a court in the United States']"
a person who manifests devotion to a deity,"['someone who practices self denial as a spiritual discipline', 'a person who claims that they cannot have true knowledge about the existence of God (but does not deny that God might exist)', 'one who anoints as a religious ceremony', 'a person who has religious faith', 'one who follows the teachings of Buddha', 'an unmarried person who has taken a religious vow of chastity', 'a religious person who believes Jesus is the Christ and who is a member of a Christian denomination', 'a religious person who goes to church regularly', 'someone having the same religion as another person', 'a person who adheres to Hinduism', 'a member of a small Gnostic sect that originated in Jordan and survives in Iraq and who believes that John the Baptist was the Messiah', 'someone sent on a mission--especially a religious or charitable mission to a foreign country', 'an often derogatory term for a member of the Unification Church', 'a believer in or follower of Islam', 'a member of a group of Jews who (during the early history of the Christian Church) accepted Jesus as the Messiah; they accepted the Gospel According to Matthew but rejected the Epistles of St. Paul and continued to follow Jewish law and celebrate Jewish holidays; they were later declared heretic by the Church of Rome', 'a religious person who is not a Catholic', 'someone who has entered a religious order but has not taken final vows', 'a lay person dedicated to religious work or the religious life', 'a person who follows a polytheistic or pre-Christian religion (not a Christian or Muslim or Jew)', 'a member of a monotheistic sect of Zoroastrian origin; descended from the Persians; now found in western India', '(Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor)', 'someone who prays to God', 'someone who speaks by divine inspiration; someone who is an interpreter of the will of God', 'a person addicted to religion or a religious zealot', 'a member of a religious order who is bound by vows of poverty and chastity and obedience', 'leader of a religious order', 'one who observes Saturday as the Sabbath (as in Judaism)', 'a religious person who offers up a sacrifice', 'someone (not an orthodox Christian) who believes that the Father and Son and Holy Ghost are three separate gods']"
a person who enjoys sensuality,"['a person who is sexually attracted to both sexes', 'a person who performs fellatio', 'a person devoted to refined sensuous enjoyment (especially good food and drink)', 'an erotic person', 'someone motivated by desires for sensual pleasures', 'a person addicted to luxury and pleasures of the senses', 'lewd or lascivious woman']"
a person who changes location,"['one that is absent or not in residence', 'someone who travels by airplane', 'someone who arrives (or has arrived)', 'a person trained to travel in a spacecraft', 'a traveler whose expenses are paid by the business he works for', 'someone whose employment involves carrying something', 'a traveler who accompanies you', 'someone who enters', 'someone who travels by air', 'someone who travels behind or pursues another', 'a person who comes from a foreign country; someone who does not owe allegiance to your country', 'a traveler who lodges in hostels', 'a person who carries a message', 'traveler who moves from one region or country to another', 'a traveler who rides a motorcycle', 'someone who moves', 'a traveler who drives (or travels with) a dog team', 'a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it', 'a person who travels by foot', 'someone who travels by raft', 'a traveler who actively rides an animal (as a horse or camel)', 'a traveler who actively rides a vehicle (as a bicycle or motorcycle)', 'someone who travels on foot by running', 'someone who travels widely and energetically', 'a person who travels through the water by swimming', 'someone who travels for pleasure', 'one who stays for only a short time', 'a traveler who makes a long arduous journey (as hiking through mountainous country)', 'someone who visits', 'a traveler to a distant land (especially one who travels by sea)', 'someone who leads a wandering unsettled life', 'a traveler going on a trip']"
a person who suffers misfortune,"['someone for whom hope has been abandoned', 'someone who has had a limb removed by amputation', 'an unfortunate person who is unable to perform effectively because of nervous tension or agitation', 'a person who is frightened and in need of help', 'a person with a record of failing; someone who loses consistently', 'someone unfortunate without housing', 'any long-suffering person who withstands affliction without despairing', 'a person believed to bring bad luck to those around him', 'a person who languishes', 'a person who is stranded (as on an island)', 'a person who is feeling grief (as grieving over someone who has died)', 'a person seized by nympholepsy', 'a person who is rejected (from society or home)', 'a person with few or no possessions', 'a person who is confined; especially a prisoner of war', '(Yiddish) a very unlucky or inept person who fails at everything', 'a person suffering from an illness', 'one who lives through affliction', 'an unfortunate person who suffers from some adverse circumstance', 'a person who weeps']"
a person who for some reason is not wanted or welcome,"['someone lacking public esteem', 'a person who shows no gratitude', 'someone who intrudes on the privacy or property of another without permission', 'an officious annoying person who interferes with others', 'someone with a habitually sullen or gloomy expression', 'someone who spoils the pleasure of others', 'someone given to teasing (as by mocking or stirring curiosity)', 'someone who deliberately stirs up trouble', 'one whose presence is undesirable', 'a person who is not pleasant or agreeable', 'a wicked or evil person; someone who does evil deliberately']"
a person who is not pleasant or agreeable,"['an unpleasant person who is annoying or exasperating', 'an unpleasant person who causes friendly people to become indifferent or unfriendly or hostile', 'a detested person', 'insulting terms of address for people who are stupid or irritating or ridiculous', 'a person who evokes boredom', 'an aloof unemotional person', 'someone unpleasantly strange or eccentric', 'someone who frequently finds fault or makes harsh and unfair judgments', 'a person (usually but not necessarily a woman) who is thoroughly disliked', 'someone who is critical of the motives of others', 'a conceited and self-centered person', 'an unpleasant person who grabs inconsiderately', 'a bad-tempered person', 'someone who depresses or worries others', 'a person who does something thoughtless or annoying', 'a cruel wicked and inhuman person', 'a person of authority who subjects others to undue pressures', 'a bothersome annoying person', 'a person who handles or caresses in a clumsy or overfamiliar manner', 'a crude uncouth ill-bred person lacking culture or refinement', 'a self-righteous or sanctimonious person', 'a unpleasant or tiresome person', 'a vain and temperamental person', 'a person excessively concerned about propriety and decorum', 'a person who is deemed to be despicable or contemptible', 'someone who jeers or mocks or treats something with contempt or calls out in derision', 'someone (especially a woman) who annoys people by constantly finding fault', 'a person who is unusually selfish', 'a person who is regarded as underhanded and furtive and contemptible', 'a person who expresses contempt by remarks or facial expression', 'a person regarded as arrogant and annoying', 'someone who expresses contempt or indignation by uttering a snorting sound', 'a woman who is an unpleasant person', 'an arrogant or presumptuous person', 'a person who has suddenly risen to a higher economic status but has not gained social acceptance of others in that class', 'a vulgar person (especially someone who makes a vulgar display of wealth)', 'a person given to excessive complaints and crying and whining', 'a person who has a nasty or unethical character undeserving of respect']"
a person who lacks technical training,"['a person who polishes shoes and boots', 'an unskilled or low-ranking soldier or other worker', 'one who works hard at boring tasks', 'an ignorant person', 'someone who is not competent to take effective action', 'someone new to a field or activity', 'an unskilled person who picks up rags from trash cans and public dumps as a means of livelihood', 'an unskilled person who tries to fix or mend']"
a person who works at a specific occupation,"['a person who contributes to the fulfillment of a need or furtherance of an effort or purpose', 'a worker who rouses wild game from under cover for a hunter', 'someone who pastes up bills or placards on walls or billboards', 'a worker who bleaches (cloth or flour etc.)', 'someone who drives or rides in a boat', 'someone whose work is driving carts', 'a worker who casts molten metal into finished products', 'a worker whose job is to make charcoal', 'a person who is employed to collect payments (as for rent or taxes)', 'a person who separates and straightens the fibers of cotton or wool', 'a worker who husks corn', 'someone who drives animals that pull a vehicle', 'a person who is qualified and ready to work', 'a worker who is hired to perform a job', 'a worker who performs the last step in a manufacturing process', 'a writer or artist who sells services to different employers without a long-term contract with any of them', 'a worker who guts things (fish or buildings or cars etc.)', 'a worker who hangs something', '(when gas was used for streetlights) a person who lights and extinguishes streetlights', 'a worker who melts substances (metal or wax etc.)', 'a person who holds a second job (usually after hours)', 'a worker who uses a mop to clean a surface', 'someone who muzzles animals', 'a worker who attaches something by nailing it', 'a worker who oils engines or machinery', 'someone who works less than the customary or standard time', 'a worker who peels the skins from fruits and vegetables', 'a worker who puts or sets seeds or seedlings into the ground', 'someone who plies a trade', 'someone who processes things (foods or photographs or applicants etc.)', 'a worker who thins out and trims trees and shrubs', 'someone who pulls or tugs or drags in an effort to move something', 'a man who works in a quarry', 'a worker who sorts rags and old clothing for new uses (as in papermaking)', 'someone who works (or provides workers) during a strike', 'a worker who uses a scrub brush to clean a surface (usually a floor or deck)', 'a worker who finds employment only in certain seasons', 'a person working in the service of another (especially in the household)', 'a worker who removes shells (as of peas or oysters)', 'a worker who puts things (as books) on shelves', 'a worker who shingles roofs', 'a worker who shovels', 'a worker who uses a skid to move logs', 'a worker who has acquired special skills', 'someone who works as hard as a slave', 'a worker who joins or mends with solder', 'a worker who splices ropes together by interweaving strands', 'a worker who splits fish and removes the backbone', 'a worker who stains (wood or fabric)', 'a worker who makes or applies stems for artificial flowers', 'a worker who strings', 'a worker who strips the stems from moistened tobacco leaves and binds the leaves together into books', 'a worker who fastens things by tacking them (as with tacks or by spotwelding)', 'a worker who uses a tap to cut screw threads', 'a worker who teases wool', 'a worker (especially in an office) hired on a temporary basis', 'a person who twists silk or rayon filaments into a thread or yarn', 'a worker who ties something', 'a worker who lays tile', 'one who works strenuously', 'a worker who makes or adds the top to something', 'a worker who cuts tops off (of trees or vegetables etc.)', 'a worker who belongs to a trade union', 'someone who intertwines (e.g. threads) or forms something by twisting or interlacing', 'a person who performs voluntary work', 'usually in combination: person in charge of or employed at a particular thing', 'someone who washes things for a living', 'a worker who winds (e.g., a winch or clock or other mechanism)', 'a worker who wipes', 'a young woman who is employed', 'a fellow worker']"
a person who transgresses moral or civil law,"['someone who abuses', 'someone who attacks', 'someone guilty of barratry', 'a person who has been convicted of a criminal offense', 'someone who leads you to believe something that is not true', 'a young offender', 'a person who abandons their duty (as on a military post)', '(Yiddish) a thief or dishonest person or scoundrel (often used as a general term of abuse)', 'one guilty of malfeasance', 'someone who subjects others to unwanted or improper sexual activities', 'someone who shirks duty', 'someone who perpetrates wrongdoing', 'someone who procures customers for whores (in England they call a pimp a ponce)', '(criminal law) any person involved in a criminal offense, regardless of whether the person profits from such involvement', 'someone who lapses into previous undesirable patterns of behavior', 'a person without moral scruples', 'a person who is ruthless and greedy and dishonest', 'a person (especially a lawyer or politician) who uses unscrupulous or unethical methods', 'a person who sins (without repenting)', 'someone who transgresses; someone who violates a law or command', 'one who wrongfully or illegally seizes and holds the place of another', 'an offender who violates international law during times of war']"
a native or inhabitant of Africa,"['a native or inhabitant of Algeria', 'a native or inhabitant of Angola', 'a member of any of a large number of linguistically related peoples of Central and South Africa', 'a member of a subgroup of people who inhabit Lesotho', 'a native or inhabitant of Benin', 'a member of an indigenous people of northern Africa', 'an African who is Black', 'a native or inhabitant of Burundi', 'a native or inhabitant of Cameroon', 'a native or inhabitant of ancient Carthage', 'a native or inhabitant of Chad', 'a member of the Bantu-speaking people of Malawi and eastern Zambia and northern Zimbabwe', 'a native or inhabitant of the Republic of the Congo', 'a native or inhabitant of Djibouti', 'a native or inhabitant of Egypt', 'a native or inhabitant of Ethiopia', 'a person of mixed European and African descent', 'a member of a people living in southern Benin and Togo and southeastern Ghana', 'a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith', 'a native or inhabitant of Gabon', 'a native or inhabitant of Gambia', 'a native or inhabitant of Ghana', 'a native or inhabitant of Guinea', 'a native or inhabitant of Kenya', 'a native or inhabitant of Liberia', 'a native or inhabitant of Libya', 'a native or inhabitant of Madagascar', 'a native or inhabitant of Malawi', 'a native or inhabitant of Mali', 'a native or inhabitant of Mauritania', 'a native or inhabitant of Morocco', 'a native or inhabitant of Mozambique', 'a native or inhabitant of Namibia', 'a native or inhabitant of Nigeria', 'a native or inhabitant of Niger', 'a native or inhabitant of Rwanda', 'a native or inhabitant of Senegal', 'a native or inhabitant of Sierra Leone', 'a member of a tall dark (mostly Muslim) people inhabiting Somalia', 'a native or inhabitant of South Africa', 'a native or inhabitant of Sudan', 'a member of a southeast African people living in Swaziland and adjacent areas', 'a native or inhabitant of Tanzania', 'a native or inhabitant of Togo', 'a member of a nomadic Berber people of the Sahara', 'a native or inhabitant of Tunisia', 'a native or inhabitant of Uganda', 'a member of the Negroid people of southern South Africa', 'a native or inhabitant of Zaire', 'a native or inhabitant of Zambia', 'a native or inhabitant of Zimbabwe', 'a member of the tall Negroid people of eastern South Africa; some live in KwaZulu-Natal under the traditional clan system but many now work in the cities']"
(formal) any non-European non-white person,"['any member of the peoples living in North or South America before the Europeans arrived', 'a native or inhabitant of Asia', 'a person with dark skin who comes from Africa (or whose ancestors came from Africa)', '(offensive British slang) term used by the British to refer to people of color from Africa or Asia']"
a person with dark skin who comes from Africa (or whose ancestors came from Africa),"['a man who is Black', 'a woman who is Black', 'a United States term for Blacks that is now considered offensive', '(ethnic slur) offensive term for Black people', 'a Black woman or girl', '(ethnic slur) extremely offensive name for a Black person', '(ethnic slur) offensive term for a Black child', '(ethnic slur) offensive and derogatory name for a Black man who is abjectly servile and deferential to Whites']"
a member of the Caucasoid race,"['(according to Nazi doctrine) a Caucasian person of Nordic descent (and not a Jew)', 'a member of the Sunni Muslim people living in northwestern Caucasia', 'a member of an ancient warlike people living in Elam east of Babylonia as early as 3000 BC', 'a member of an ancient people who ruled Babylonia between 1600 and 1200 BC', '(slang) a derogatory term for a white person (supposedly used by North American Indians)', 'a member of a group of Semitic-speaking peoples of the Middle East and northern Africa', 'a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination', 'a man who is White', '(slang) an offensive term for White people who are impoverished', 'a woman who is White', '(slang) offensive names for a White man']"
a member of a group of Semitic-speaking peoples of the Middle East and northern Africa,"['a member of a Semitic people originally from the Arabian peninsula and surrounding territories who speaks Arabic and who inhabits much of the Middle East and northern Africa', 'a member of one of a group of Semitic peoples inhabiting Aram and parts of Mesopotamia from the 11th to the 8th century BC', 'an inhabitant of ancient Assyria', 'an inhabitant of ancient Babylon', 'a member of an ancient Semitic people who occupied Canaan before it was conquered by the Israelites', 'an inhabitant of ancient Chaldea', 'a member of an ancient Semitic people who dominated trade in the first millennium B.C.']"
a native or inhabitant of Asia,"['a native or inhabitant of Afghanistan', 'any member of the peoples speaking a language in the Altaic language group', 'a native or inhabitant of Armenia', 'a native or inhabitant of Bangladesh', '(Hinduism) a member of a people living in Bangladesh and West Bengal (mainly Hindus)', 'a native or inhabitant of Bhutan', 'a native or inhabitant of Myanmar', 'a native or inhabitant of Byzantium or of the Byzantine Empire', 'a native or inhabitant of Cambodia', 'a native or inhabitant of Communist China or of Nationalist China', '(ethnic slur) an offensive name for an unskilled Asian laborer', 'a native or inhabitant of the East Indies', 'a person of mixed European and Asian descent', 'a native or inhabitant of Hindustan or India', 'a people living traditionally in mountain villages in southern China and adjacent areas of Vietnam and Laos and Thailand; many have emigrated to the United States', 'a native or inhabitant of Iberia in the Caucasus', 'a native or inhabitant of India', 'a native or inhabitant of Indonesia', 'a native or inhabitant of Iran', 'a native or inhabitant of Iraq', 'a native or inhabitant of Israel', 'a native or inhabitant of the ancient kingdom of Israel', 'a native or inhabitant of Japan', 'a native or inhabitant of Jordan', 'a native or inhabitant of Kazakhstan', 'a native or inhabitant of Korea who speaks the Korean language', 'a member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state', 'a native or inhabitant of Kuwait', 'a member of a Buddhist people inhabiting the area of the Mekong River in Laos and Thailand and speaking the Lao language; related to the Thais', 'a native or inhabitant of Lebanon', 'a member of a people inhabiting the northern Malay Peninsula and Malaysia and parts of the western Malay Archipelago', 'a native or inhabitant of Malaysia', 'a native or inhabitant of Maldives', 'a member of the Mongoloid race', 'a native or inhabitant of Nepal', 'a member of an Oriental race; the term is regarded as offensive by Asians (especially by Asian Americans)', 'a native or inhabitant of Pakistan', 'a native or inhabitant of Parthia', 'a member of the Himalayan people living in Nepal and Tibet who are famous for their skill as mountaineers', 'an inhabitant of Singapore', 'a native or inhabitant of Sri Lanka', 'a native or inhabitant of Sri Lanka', 'a native or inhabitant of Syria', 'a native or inhabitant of Taiwan', 'a native or inhabitant of Tajikistan and neighboring areas of Uzbekistan and Afghanistan and China', 'a native or inhabitant of Thailand', 'a native or inhabitant of Tibet', 'a native or inhabitant of Timor', 'a native of ancient Troy', 'any member of the peoples speaking a Turkic language', 'a native or inhabitant of Vietnam']"
a member of an Oriental race; the term is regarded as offensive by Asians (especially by Asian Americans),"['a member of the people inhabiting an area of northern Mongolia and eastern Siberia', '(slang) a disparaging term for an Asian person (especially for North Vietnamese soldiers in the Vietnam War)', 'a member of the nomadic peoples of Mongolia', 'offensive term for an Asian man', 'offensive term for an Asian woman']"
any member of the peoples living in North or South America before the Europeans arrived,"['a member of a widespread group of Amerindians living in northeastern South America', 'a member of an American Indian peoples of northeastern South America and the Lesser Antilles', 'a member of the race of people living in America when Europeans arrived', 'a member of a native Indian group in South America']"
