minor,['major']
'of full legal age' – ,"[""'not of legal age' – minor children""]"
major,['minor']
'not of legal age' – minor children,"[""'of full legal age' – ""]"
minor,['major']
'of a scale or mode' – major scales · the key of D major,"[""'of a scale or mode' – the minor keys · in B flat minor""]"
major,['minor']
'of a scale or mode' – the minor keys · in B flat minor,"[""'of a scale or mode' – major scales · the key of D major""]"
minor,['major']
'of the field of academic study in which one concentrates or specializes' – his major field was mathematics,"[""'of your secondary field of academic concentration or specialization' – ""]"
major,['minor']
'of your secondary field of academic concentration or specialization' – ,"[""'of the field of academic study in which one concentrates or specializes' – his major field was mathematics""]"
minor,['major']
'of greater importance or stature or rank' – a major artist · a major role · major highways,"[""'of lesser importance or stature or rank' – a minor poet · had a minor part in the play · a minor official · many of these hardy adventurers were minor noblemen · minor back roads""]"
major,['minor']
'of lesser importance or stature or rank' – a minor poet · had a minor part in the play · a minor official · many of these hardy adventurers were minor noblemen · minor back roads,"[""'of greater importance or stature or rank' – a major artist · a major role · major highways""]"
minor,['major']
'of greater seriousness or danger' – a major earthquake · a major hurricane · a major illness,"[""'of lesser seriousness or danger' – suffered only minor injuries · some minor flooding · a minor tropical disturbance""]"
major,['minor']
'of lesser seriousness or danger' – suffered only minor injuries · some minor flooding · a minor tropical disturbance,"[""'of greater seriousness or danger' – a major earthquake · a major hurricane · a major illness""]"
minor,['major']
'of or relating to a style of writing characterized by somewhat rounded capital letters; 4th to 8th centuries' – ,"[""'of or relating to a small cursive script developed from uncial; 7th to 9th centuries' – ""]"
majuscule,['minuscule']
'of or relating to a small cursive script developed from uncial; 7th to 9th centuries' – ,"[""'of or relating to a style of writing characterized by somewhat rounded capital letters; 4th to 8th centuries' – ""]"
minuscule,['majuscule']
'capable of being managed or controlled' – ,"[""'hard to control; ,' – a difficult child · an unmanageable situation""]"
manageable,['unmanageable']
"'hard to control; ,' – a difficult child · an unmanageable situation","[""'capable of being managed or controlled' – ""]"
unmanageable,['manageable']
'possessing qualities befitting a man' – ,"[""'not possessing qualities befitting a man' – ""]"
manly,['unmanly']
'not possessing qualities befitting a man' – ,"[""'possessing qualities befitting a man' – ""]"
unmanly,['manly']
'being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation' – a male infant · a male holly tree,"[""'being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop' – a female heir · female holly trees bear the berries"", ""'having both male and female characteristics' – ""]"
male,"['female', 'androgynous']"
'being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop' – a female heir · female holly trees bear the berries,"[""'having both male and female characteristics' – "", ""'being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation' – a male infant · a male holly tree""]"
female,"['androgynous', 'male']"
'having both male and female characteristics' – ,"[""'being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation' – a male infant · a male holly tree"", ""'being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop' – a female heir · female holly trees bear the berries""]"
androgynous,"['male', 'female']"
'having a crew' – a manned earth satellite was considered a necessary research step,"[""'lacking a crew' – an unmanned satellite to Mars""]"
manned,['unmanned']
'lacking a crew' – an unmanned satellite to Mars,"[""'having a crew' – a manned earth satellite was considered a necessary research step""]"
unmanned,['manned']
'having or as if having an identifying mark or a mark as specified; often used in combination' – played with marked cards · a scar-marked face · well-marked roads,"[""'not having an identifying mark' – unmarked cards · an unmarked police car""]"
marked,['unmarked']
'not having an identifying mark' – unmarked cards · an unmarked police car,"[""'having or as if having an identifying mark or a mark as specified; often used in combination' – played with marked cards · a scar-marked face · well-marked roads""]"
unmarked,['marked']
'marked with a brand' – branded cattle · branded criminal,"[""'not marked with a brand' – unbranded cattle""]"
branded,['unbranded']
'not marked with a brand' – unbranded cattle,"[""'marked with a brand' – branded cattle · branded criminal""]"
unbranded,['branded']
'joined in matrimony' – a married man · a married couple,"[""'not married or related to the unmarried state' – unmarried men and women · unmarried life · sex and the single girl · single parenthood · are you married or single?""]"
married,['unmarried']
'not married or related to the unmarried state' – unmarried men and women · unmarried life · sex and the single girl · single parenthood · are you married or single?,"[""'joined in matrimony' – a married man · a married couple""]"
unmarried,['married']
'mated sexually' – ,"[""'not mated sexually' – ""]"
mated,['unmated']
'not mated sexually' – ,"[""'mated sexually' – ""]"
unmated,['mated']
'associated with men and not with women' – ,"[""'associated with women and not with men' – feminine intuition""]"
masculine,['feminine']
'associated with women and not with men' – feminine intuition,"[""'associated with men and not with women' – ""]"
feminine,['masculine']
'befitting or characteristic of a woman especially a mature woman' – womanly virtues of gentleness and compassion,"[""'not womanly' – the logical clearness of her arguments...condemned her as eccentric and unwomanly""]"
womanly,['unwomanly']
'not womanly' – the logical clearness of her arguments...condemned her as eccentric and unwomanly,"[""'befitting or characteristic of a woman especially a mature woman' – womanly virtues of gentleness and compassion""]"
unwomanly,['womanly']
'of grammatical gender' – ,"[""'of grammatical gender' – "", ""'of grammatical gender' – `it' is the third-person singular neuter pronoun""]"
masculine,"['feminine', 'neuter']"
'of grammatical gender' – ,"[""'of grammatical gender' – `it' is the third-person singular neuter pronoun"", ""'of grammatical gender' – ""]"
feminine,"['neuter', 'masculine']"
'of grammatical gender' – `it' is the third-person singular neuter pronoun,"[""'of grammatical gender' – "", ""'of grammatical gender' – ""]"
neuter,"['masculine', 'feminine']"
'going well together; possessing harmonizing qualities' – ,"[""'either not matched or unsuitably matched' – ""]"
matched,['mismatched']
'either not matched or unsuitably matched' – ,"[""'going well together; possessing harmonizing qualities' – ""]"
mismatched,['matched']
'directly relevant to a matter especially a law case' – his support made a material difference · evidence material to the issue at hand · facts likely to influence the judgment are called material facts · a material witness,"[""'of no importance or relevance especially to a law case' – an objection that is immaterial after the fact""]"
material,['immaterial']
'of no importance or relevance especially to a law case' – an objection that is immaterial after the fact,"[""'directly relevant to a matter especially a law case' – his support made a material difference · evidence material to the issue at hand · facts likely to influence the judgment are called material facts · a material witness""]"
immaterial,['material']
'having reached full natural growth or development' – a mature cell,"[""'not yet mature' – ""]"
mature,['immature']
'not yet mature' – ,"[""'having reached full natural growth or development' – a mature cell""]"
immature,['mature']
'characteristic of maturity' – mature for her age,"[""'characteristic of a lack of maturity' – immature behavior""]"
mature,['immature']
'characteristic of a lack of maturity' – immature behavior,"[""'characteristic of maturity' – mature for her age""]"
immature,['mature']
'fully developed or matured and ready to be eaten or used' – ripe peaches · full-bodied mature wines,"[""'not fully developed or mature; not ripe' – unripe fruit · fried green tomatoes · green wood""]"
ripe,['green']
'not fully developed or mature; not ripe' – unripe fruit · fried green tomatoes · green wood,"[""'fully developed or matured and ready to be eaten or used' – ripe peaches · full-bodied mature wines""]"
green,['ripe']
'occurring at or dependent on a particular season' – seasonal labor · a seasonal rise in unemployment,"[""'operating or continuing throughout the year' – a year-round resort · a year-round job""]"
seasonal,['year-round']
'operating or continuing throughout the year' – a year-round resort · a year-round job,"[""'occurring at or dependent on a particular season' – seasonal labor · a seasonal rise in unemployment""]"
year-round,['seasonal']
'in keeping with the season' – a hard but seasonable frost · seasonable clothes,"[""'not in keeping with (and usually undesirable for) the season' – a sudden unseasonable blizzard · unseasonable bright blue weather in November""]"
seasonable,['unseasonable']
'not in keeping with (and usually undesirable for) the season' – a sudden unseasonable blizzard · unseasonable bright blue weather in November,"[""'in keeping with the season' – a hard but seasonable frost · seasonable clothes""]"
unseasonable,['seasonable']
'aged or processed' – seasoned wood,"[""'not aged or processed' – unseasoned timber""]"
seasoned,['unseasoned']
'not aged or processed' – unseasoned timber,"[""'aged or processed' – seasoned wood""]"
unseasoned,['seasoned']
'gestated for the entire duration of normal pregnancy' – a healthy full-term baby,"[""'born after a gestation period of less than the normal time' – a premature infant""]"
full-term,['premature']
'born after a gestation period of less than the normal time' – a premature infant,"[""'gestated for the entire duration of normal pregnancy' – a healthy full-term baby""]"
premature,['full-term']
'the greatest or most complete or best possible' – maximal expansion · maximum pressure,"[""'the least possible' – needed to enforce minimal standards · her grades were minimal · minimum wage · a minimal charge for the service""]"
maximal,['minimal']
'the greatest or most complete or best possible' – maximal expansion · maximum pressure,"[""'the least possible' – needed to enforce minimal standards · her grades were minimal · minimum wage · a minimal charge for the service""]"
maximum,['minimum']
'the least possible' – needed to enforce minimal standards · her grades were minimal · minimum wage · a minimal charge for the service,"[""'the greatest or most complete or best possible' – maximal expansion · maximum pressure""]"
minimal,['maximal']
'the least possible' – needed to enforce minimal standards · her grades were minimal · minimum wage · a minimal charge for the service,"[""'the greatest or most complete or best possible' – maximal expansion · maximum pressure""]"
minimum,['maximum']
'having a meaning or purpose' – a meaningful explanation · a meaningful discussion · a meaningful pause,"[""'having no meaning or direction or purpose' – a meaningless endeavor · a meaningless life · a verbose but meaningless explanation""]"
meaningful,['meaningless']
'having no meaning or direction or purpose' – a meaningless endeavor · a meaningless life · a verbose but meaningless explanation,"[""'having a meaning or purpose' – a meaningful explanation · a meaningful discussion · a meaningful pause""]"
meaningless,['meaningful']
'capable of being measured' – measurable depths,"[""'impossible to measure' – unmeasurable reaches of outer space""]"
measurable,['immeasurable']
'impossible to measure' – unmeasurable reaches of outer space,"[""'capable of being measured' – measurable depths""]"
immeasurable,['measurable']
'like or containing meat' – enough of vegetarianism; let's have a meaty meal,"[""'lacking meat' – meatless days""]"
meaty,['meatless']
'lacking meat' – meatless days,"[""'like or containing meat' – enough of vegetarianism; let's have a meaty meal""]"
meatless,['meaty']
'using (or as if using) mechanisms or tools or devices' – a mechanical process · his smile was very mechanical · a mechanical toy,"[""'not mechanical' – ""]"
mechanical,['nonmechanical']
'not mechanical' – ,"[""'using (or as if using) mechanisms or tools or devices' – a mechanical process · his smile was very mechanical · a mechanical toy""]"
nonmechanical,['mechanical']
'containing or constituting or characterized by pleasing melody' – the melodious song of a meadowlark,"[""'lacking melody' – ""]"
melodious,['unmelodious']
'lacking melody' – ,"[""'containing or constituting or characterized by pleasing melody' – the melodious song of a meadowlark""]"
unmelodious,['melodious']
'having a musical sound; especially a pleasing tune' – ,"[""'not having a musical sound or pleasing tune' – ""]"
tuneful,['tuneless']
'not having a musical sound or pleasing tune' – ,"[""'having a musical sound; especially a pleasing tune' – ""]"
tuneless,['tuneful']
'having members; normally used in chemistry in combination with a number' – ,"[""'of a group or set having no members' – ""]"
membered,['memberless']
'of a group or set having no members' – ,"[""'having members; normally used in chemistry in combination with a number' – ""]"
memberless,['membered']
'extracted from a source of supply as of minerals from the earth' – ,"[""'not mined' – deposits of unmined uranium""]"
mined,['unmined']
'not mined' – deposits of unmined uranium,"[""'extracted from a source of supply as of minerals from the earth' – ""]"
unmined,['mined']
'characteristic of or resembling or accompanied by music' – a musical speaking voice · a musical comedy,"[""'not musical in nature' – the unmusical cry of the bluejay""]"
musical,['unmusical']
'not musical in nature' – the unmusical cry of the bluejay,"[""'characteristic of or resembling or accompanied by music' – a musical speaking voice · a musical comedy""]"
unmusical,['musical']
'talented in or devoted to music' – comes from a very musical family,"[""'lacking interest in or talent for music' – too unmusical to care for concerts · it is unfortunate that her children were all nonmusical""]"
musical,['unmusical']
'lacking interest in or talent for music' – too unmusical to care for concerts · it is unfortunate that her children were all nonmusical,"[""'talented in or devoted to music' – comes from a very musical family""]"
unmusical,['musical']
'changed from a solid to a liquid state' – rivers filled to overflowing by melted snow,"[""'not melted' – streets unpassable because of piles of unmelted snow""]"
melted,['unmelted']
'not melted' – streets unpassable because of piles of unmelted snow,"[""'changed from a solid to a liquid state' – rivers filled to overflowing by melted snow""]"
unmelted,['melted']
'showing or giving mercy' – sought merciful treatment for the captives · a merciful god,"[""'having or showing no mercy' – the merciless enemy · a merciless critic · gave him a merciless beating""]"
merciful,['merciless']
'having or showing no mercy' – the merciless enemy · a merciless critic · gave him a merciless beating,"[""'showing or giving mercy' – sought merciful treatment for the captives · a merciful god""]"
merciless,['merciful']
'undergoing metamorphosis' – ,"[""'undergoing slight or no metamorphosis' – ""]"
metabolic,['ametabolic']
'undergoing slight or no metamorphosis' – ,"[""'undergoing metamorphosis' – ""]"
ametabolic,['metabolic']
'moderate in type or degree or effect or force; far from extreme' – a mild winter storm · a mild fever · fortunately the pain was mild · a mild rebuke · mild criticism,"[""'possessing or displaying a distinctive feature to a heightened degree' – intense heat · intense anxiety · intense desire · intense emotion · the skunk's intense acrid odor · intense pain · enemy fire was intense""]"
mild,['intense']
'possessing or displaying a distinctive feature to a heightened degree' – intense heat · intense anxiety · intense desire · intense emotion · the skunk's intense acrid odor · intense pain · enemy fire was intense,"[""'moderate in type or degree or effect or force; far from extreme' – a mild winter storm · a mild fever · fortunately the pain was mild · a mild rebuke · mild criticism""]"
intense,['mild']
'of agriculture; intended to increase productivity of a fixed area by expending more capital and labor' – intensive agriculture · intensive conditions,"[""'of agriculture; increasing productivity by using large areas with minimal outlay and labor' – producing wheat under extensive conditions · agriculture of the extensive type""]"
intensive,['extensive']
'of agriculture; increasing productivity by using large areas with minimal outlay and labor' – producing wheat under extensive conditions · agriculture of the extensive type,"[""'of agriculture; intended to increase productivity of a fixed area by expending more capital and labor' – intensive agriculture · intensive conditions""]"
extensive,['intensive']
"'connected by participation or association or use' – we accomplished nothing, simply because of the large number of people involved · the problems involved · the involved muscles · I don't want to get involved · everyone involved in the bribery case has been identified","[""'not involved' – being uninvolved he remained objective""]"
involved,['uninvolved']
'not involved' – being uninvolved he remained objective,"[""'connected by participation or association or use' – we accomplished nothing, simply because of the large number of people involved · the problems involved · the involved muscles · I don't want to get involved · everyone involved in the bribery case has been identified""]"
uninvolved,['involved']
'associated with or performed by members of the armed services as contrasted with civilians' – military police,"[""'associated with civil life or performed by persons who are not active members of the military' – civilian clothing · civilian life""]"
military,['civilian']
'associated with civil life or performed by persons who are not active members of the military' – civilian clothing · civilian life,"[""'associated with or performed by members of the armed services as contrasted with civilians' – military police""]"
civilian,['military']
'characteristic of or associated with soldiers or the military' – military uniforms,"[""'not associated with soldiers or the military' – unmilitary circles of government · fatigue duty involves nonmilitary labor""]"
military,['unmilitary']
'not associated with soldiers or the military' – unmilitary circles of government · fatigue duty involves nonmilitary labor,"[""'characteristic of or associated with soldiers or the military' – military uniforms""]"
unmilitary,['military']
'made less severe or intense' – he gladly accepted the mitigated penalty,"[""'not diminished or moderated in intensity or severity; sometimes used as an intensifier' – unmitigated suffering · an unmitigated horror · an unmitigated lie""]"
mitigated,['unmitigated']
'not diminished or moderated in intensity or severity; sometimes used as an intensifier' – unmitigated suffering · an unmitigated horror · an unmitigated lie,"[""'made less severe or intense' – he gladly accepted the mitigated penalty""]"
unmitigated,['mitigated']
'adjusted or attuned by adding a counterbalancing element' – criticism tempered with kindly sympathy,"[""'not moderated or controlled' – his untempered individualism""]"
tempered,['untempered']
'not moderated or controlled' – his untempered individualism,"[""'adjusted or attuned by adding a counterbalancing element' – criticism tempered with kindly sympathy""]"
untempered,['tempered']
'made hard or flexible or resilient especially by heat treatment' – a sword of tempered steel · tempered glass,"[""'not brought to a proper consistency or hardness' – untempered mortar · untempered steel""]"
tempered,['untempered']
'not brought to a proper consistency or hardness' – untempered mortar · untempered steel,"[""'made hard or flexible or resilient especially by heat treatment' – a sword of tempered steel · tempered glass""]"
untempered,['tempered']
'moving or capable of moving readily (especially from place to place)' – a mobile missile system · the tongue is...the most mobile articulator,"[""'not capable of movement or of being moved' – ""]"
mobile,['immobile']
'not capable of movement or of being moved' – ,"[""'moving or capable of moving readily (especially from place to place)' – a mobile missile system · the tongue is...the most mobile articulator""]"
immobile,['mobile']
'easily or conveniently transported' – a portable television set,"[""'not portable; not easily moved or transported' – ""]"
portable,['unportable']
'not portable; not easily moved or transported' – ,"[""'easily or conveniently transported' – a portable television set""]"
unportable,['portable']
'capable of being removed or taken away or dismissed' – a removable cord · removable partitions,"[""'incapable of being removed or away or dismiss' – irremovable boulders · irremovable obstacles""]"
removable,['irremovable']
'incapable of being removed or away or dismiss' – irremovable boulders · irremovable obstacles,"[""'capable of being removed or taken away or dismissed' – a removable cord · removable partitions""]"
irremovable,['removable']
"'containing or made of or resembling or characteristic of a metal; ; ; - Ambrose Bierce' – a metallic compound · metallic luster · the strange metallic note of the meadow lark, suggesting the clash of vibrant blades","[""'not containing or resembling or characteristic of a metal' – nonmetallic elements""]"
metallic,['nonmetallic']
'not containing or resembling or characteristic of a metal' – nonmetallic elements,"[""'containing or made of or resembling or characteristic of a metal; ; ; - Ambrose Bierce' – a metallic compound · metallic luster · the strange metallic note of the meadow lark, suggesting the clash of vibrant blades""]"
nonmetallic,['metallic']
'characterized by metamorphosis or change in physical form or substance' – ,"[""'not metamorphic' – ""]"
metamorphic,['nonmetamorphic']
'not metamorphic' – ,"[""'characterized by metamorphosis or change in physical form or substance' – ""]"
nonmetamorphic,['metamorphic']
'being within reasonable or average limits; not excessive or extreme' – moderate prices · a moderate income · a moderate fine · moderate demands · a moderate estimate · a moderate eater · moderate success · a kitchen of moderate size · the X-ray showed moderate enlargement of the heart,"[""'beyond reasonable limits' – immoderate laughter · immoderate spending""]"
moderate,['immoderate']
'beyond reasonable limits' – immoderate laughter · immoderate spending,"[""'being within reasonable or average limits; not excessive or extreme' – moderate prices · a moderate income · a moderate fine · moderate demands · a moderate estimate · a moderate eater · moderate success · a kitchen of moderate size · the X-ray showed moderate enlargement of the heart""]"
immoderate,['moderate']
'belonging to the modern era; since the Middle Ages' – modern art · modern furniture · modern history · totem poles are modern rather than prehistoric,"[""'not modern; of or characteristic of an earlier time' – ""]"
modern,['nonmodern']
'not modern; of or characteristic of an earlier time' – ,"[""'belonging to the modern era; since the Middle Ages' – modern art · modern furniture · modern history · totem poles are modern rather than prehistoric""]"
nonmodern,['modern']
'not offensive to sexual mores in conduct or appearance' – ,"[""'offending against sexual mores in conduct or appearance' – ""]"
modest,['immodest']
'offending against sexual mores in conduct or appearance' – ,"[""'not offensive to sexual mores in conduct or appearance' – ""]"
immodest,['modest']
'marked by simplicity; having a humble opinion of yourself' – a modest apartment · too modest to wear his medals,"[""'having or showing an exaggerated opinion of your importance, ability, etc' – brash immodest boasting""]"
modest,['immodest']
"'having or showing an exaggerated opinion of your importance, ability, etc' – brash immodest boasting","[""'marked by simplicity; having a humble opinion of yourself' – a modest apartment · too modest to wear his medals""]"
immodest,['modest']
'changed in form or character' – their modified stand made the issue more acceptable · the performance of the modified aircraft was much improved,"[""'not changed in form or character' – ""]"
modified,['unmodified']
'not changed in form or character' – ,"[""'changed in form or character' – their modified stand made the issue more acceptable · the performance of the modified aircraft was much improved""]"
unmodified,['modified']
"'changed or adjusted in pitch, tone, or volume' – ","[""'characterized by lack of variation in pitch, tone, or volume' – he lectured in an unmodulated voice edged with hysteria""]"
modulated,['unmodulated']
"'characterized by lack of variation in pitch, tone, or volume' – he lectured in an unmodulated voice edged with hysteria","[""'changed or adjusted in pitch, tone, or volume' – ""]"
unmodulated,['modulated']
'pertaining to large units of behavior; --R.R. Hunt' – such molar problems of personality as the ego functions,"[""'relating to simple or elementary organization; --G.A. Miller' – proceed by more and more detailed analysis to the molecular facts of perception""]"
molar,['molecular']
'relating to simple or elementary organization; --G.A. Miller' – proceed by more and more detailed analysis to the molecular facts of perception,"[""'pertaining to large units of behavior; --R.R. Hunt' – such molar problems of personality as the ego functions""]"
molecular,['molar']
'having pistils and stamens in the same flower' – ,"[""'having pistils and stamens in separate flowers' – ""]"
monoclinous,['diclinous']
'having pistils and stamens in separate flowers' – ,"[""'having pistils and stamens in the same flower' – ""]"
diclinous,['monoclinous']
'having male and female reproductive organs in the same plant or animal' – ,"[""'having male and female reproductive organs in separate plants or animals' – ""]"
monoecious,['dioecious']
'having male and female reproductive organs in separate plants or animals' – ,"[""'having male and female reproductive organs in the same plant or animal' – ""]"
dioecious,['monoecious']
'consisting of a single melodic line' – ,"[""'having two or more independent but harmonically related melodic parts sounding together' – ""]"
monophonic,['polyphonic']
'having two or more independent but harmonically related melodic parts sounding together' – ,"[""'consisting of a single melodic line' – ""]"
polyphonic,['monophonic']
'(used of relationships and of individuals) having one mate' – monogamous marriage · monogamous for life,"[""'having more than one mate at a time; used of relationships and individuals' – ""]"
monogamous,['polygamous']
'having more than one mate at a time; used of relationships and individuals' – ,"[""'(used of relationships and of individuals) having one mate' – monogamous marriage · monogamous for life""]"
polygamous,['monogamous']
'using or knowing only one language' – monolingual speakers · a monolingual dictionary,"[""'using or knowing more than one language' – a multilingual translator · a multilingual nation""]"
monolingual,['multilingual']
'using or knowing more than one language' – a multilingual translator · a multilingual nation,"[""'using or knowing only one language' – monolingual speakers · a monolingual dictionary""]"
multilingual,['monolingual']
'having a valence of 1' – ,"[""'having more than one valence, or having a valence of 3 or higher' – ""]"
monovalent,['polyvalent']
"'having more than one valence, or having a valence of 3 or higher' – ","[""'having a valence of 1' – ""]"
polyvalent,['monovalent']
'used of a chromosome that is not paired or united with its homologous chromosome during synapsis' – a univalent chromosome,"[""'used of homologous chromosomes associated in pairs in synapsis' – "", ""'used of the association of three or more homologous chromosomes during the first division of meiosis' – ""]"
univalent,"['bivalent', 'multivalent']"
'used of homologous chromosomes associated in pairs in synapsis' – ,"[""'used of the association of three or more homologous chromosomes during the first division of meiosis' – "", ""'used of a chromosome that is not paired or united with its homologous chromosome during synapsis' – a univalent chromosome""]"
bivalent,"['multivalent', 'univalent']"
'used of the association of three or more homologous chromosomes during the first division of meiosis' – ,"[""'used of a chromosome that is not paired or united with its homologous chromosome during synapsis' – a univalent chromosome"", ""'used of homologous chromosomes associated in pairs in synapsis' – ""]"
multivalent,"['univalent', 'bivalent']"
'of a sequence or function; consistently increasing and never decreasing or consistently decreasing and never increasing in value' – ,"[""'not monotonic' – ""]"
monotonic,['nonmonotonic']
'not monotonic' – ,"[""'of a sequence or function; consistently increasing and never decreasing or consistently decreasing and never increasing in value' – ""]"
nonmonotonic,['monotonic']
'containing only one kind of antibody' – ,"[""'containing several antibodies each capable of counteracting a specific antigen' – a polyvalent vaccine""]"
monovalent,['polyvalent']
'containing several antibodies each capable of counteracting a specific antigen' – a polyvalent vaccine,"[""'containing only one kind of antibody' – ""]"
polyvalent,['monovalent']
'concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles' – moral sense · a moral scrutiny · a moral lesson · a moral quandary · moral convictions · a moral life,"[""'deliberately violating accepted principles of right and wrong' – ""]"
moral,['immoral']
'deliberately violating accepted principles of right and wrong' – ,"[""'concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles' – moral sense · a moral scrutiny · a moral lesson · a moral quandary · moral convictions · a moral life""]"
immoral,['moral']
'sanctioned by custom or morality especially sexual morality' – a wife's licit love,"[""'contrary to accepted morality (especially sexual morality) or convention' – an illicit association with his secretary""]"
licit,['illicit']
'contrary to accepted morality (especially sexual morality) or convention' – an illicit association with his secretary,"[""'sanctioned by custom or morality especially sexual morality' – a wife's licit love""]"
illicit,['licit']
'based on or manifesting objectively defined standards of rightness or morality' – principled pragmatism and unprincipled expediency · a principled person,"[""'lacking principles or moral scruples; - A.E.Stevenson' – freedom from coarse unprincipled calumny""]"
principled,['unprincipled']
'lacking principles or moral scruples; - A.E.Stevenson' – freedom from coarse unprincipled calumny,"[""'based on or manifesting objectively defined standards of rightness or morality' – principled pragmatism and unprincipled expediency · a principled person""]"
unprincipled,['principled']
'a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number' – many temptations · the temptations are many · a good many · a great many · many directions · take as many apples as you like · too many clouds to see · never saw so many people,"[""'a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number' – a few weeks ago · a few more wagons than usual · an invalid's pleasures are few and far between · few roses were still blooming · few women have led troops in battle""]"
many,['few']
'a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number' – a few weeks ago · a few more wagons than usual · an invalid's pleasures are few and far between · few roses were still blooming · few women have led troops in battle,"[""'a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number' – many temptations · the temptations are many · a good many · a great many · many directions · take as many apples as you like · too many clouds to see · never saw so many people""]"
few,['many']
'(quantifier used with mass nouns) great in quantity or degree or extent' – not much rain · much affection · much grain is in storage,"[""'(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some' – little rain fell in May · gave it little thought · little time is left · we still have little money · a little hope remained · there's slight chance that it will work · there's a slight chance it will work""]"
much,['little']
'(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some' – little rain fell in May · gave it little thought · little time is left · we still have little money · a little hope remained · there's slight chance that it will work · there's a slight chance it will work,"[""'(quantifier used with mass nouns) great in quantity or degree or extent' – not much rain · much affection · much grain is in storage""]"
little,['much']
'(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree' – more land · more support · more rain fell · more than a gallon,"[""'(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree' – of less importance · less time to spend with the family · a shower uses less water · less than three years old""]"
more,['less']
'(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree' – of less importance · less time to spend with the family · a shower uses less water · less than three years old,"[""'(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree' – more land · more support · more rain fell · more than a gallon""]"
less,['more']
'the superlative of `much' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning the greatest in amount or extent or degree' – made the most money he could · what attracts the most attention? · made the most of a bad deal,"[""'the superlative of `little' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning smallest in amount or extent or degree' – didn't care the least bit · he has the least talent of anyone""]"
most,['least']
'the superlative of `little' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning smallest in amount or extent or degree' – didn't care the least bit · he has the least talent of anyone,"[""'the superlative of `much' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning the greatest in amount or extent or degree' – made the most money he could · what attracts the most attention? · made the most of a bad deal""]"
least,['most']
'(comparative of `many' used with count nouns) quantifier meaning greater in number' – a hall with more seats · we have no more bananas · more than one,"[""'(comparative of `few' used with count nouns) quantifier meaning a smaller number of' – fewer birds came this year · the birds are fewer this year · fewer trains were late""]"
more,['fewer']
'(comparative of `few' used with count nouns) quantifier meaning a smaller number of' – fewer birds came this year · the birds are fewer this year · fewer trains were late,"[""'(comparative of `many' used with count nouns) quantifier meaning greater in number' – a hall with more seats · we have no more bananas · more than one""]"
fewer,['more']
'(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number' – who has the most apples? · most people like eggs · most fishes have fins,"[""'(superlative of `few' used with count nouns and usually preceded by `the') quantifier meaning the smallest in number' – the fewest birds in recent memory""]"
most,['fewest']
'(superlative of `few' used with count nouns and usually preceded by `the') quantifier meaning the smallest in number' – the fewest birds in recent memory,"[""'(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number' – who has the most apples? · most people like eggs · most fishes have fins""]"
fewest,['most']
'subject to death' – mortal beings,"[""'not subject to death' – ""]"
mortal,['immortal']
'not subject to death' – ,"[""'subject to death' – mortal beings""]"
immortal,['mortal']
'provided with a motive or given incentive for action' – a highly motivated child can learn almost anything · a group of politically motivated men,"[""'without motivation' – ""]"
motivated,['unmotivated']
'without motivation' – ,"[""'provided with a motive or given incentive for action' – a highly motivated child can learn almost anything · a group of politically motivated men""]"
unmotivated,['motivated']
'equipped with a motor or motors' – a motorized wheelchair,"[""'having no motor' – ""]"
motorized,['unmotorized']
'having no motor' – ,"[""'equipped with a motor or motors' – a motorized wheelchair""]"
unmotorized,['motorized']
'being excited or provoked to the expression of an emotion' – too moved to speak · very touched by the stranger's kindness,"[""'emotionally unmoved' – always appeared completely unmoved and imperturbable""]"
moved,['unmoved']
'emotionally unmoved' – always appeared completely unmoved and imperturbable,"[""'being excited or provoked to the expression of an emotion' – too moved to speak · very touched by the stranger's kindness""]"
unmoved,['moved']
